"ANSWER","ID","SIZE"
"Thomas De Quincey","3087","2"
"silicon","3088","21"
"Bahai faith","3089","8"
"Jean Auguste Dominique Ingres","3090","8"
"Oklahoma City bombing","3091","4"
"insulators","3092","7"
"Schenck v United States","3093","4"
"House of Hanover","3094","6"
"surface area","3095","4"
"Cybele","3096","7"
"Planned Parenthood","3097","2"
"Thomas Cole","3098","14"
"histones","3099","14"
"Edward VI","3100","5"
"Death Comes for the Archbishop","3101","5"
"Battle of Zama","3102","6"
"Jesus","3103","5"
"prisoners dilemma","3104","4"
"Jhumpa Lahiri","3105","15"
"Lewis Henry Morgan","3106","7"
"Raphael Sanzio da Urbino","3107","5"
"polymers","3108","38"
"Jean Sibelius","3109","28"
"Opik-Oort cloud","3110","6"
"Alcibiades","3111","5"
"Kingdom of the Netherlands","3112","8"
"Bhagavad-Gita","3113","6"
"commercial fishing","3114","2"
"eating","3115","4"
"Russo-Japanese War","3116","13"
"Doppler effect","3117","32"
"Jakob Ludwig Felix Mendelssohn Bartholdy","3118","5"
"Republic of Zimbabwe","3119","10"
"The Seven Samurai","3120","2"
"sun gods","3121","3"
"California","3122","41"
"Derek Walcott","3123","24"
"Jose de la Cruz Porfirio Diaz Mori","3124","3"
"Jean Genet","3125","5"
"Iraq","3126","9"
"Golgi body","3127","5"
"Fourteenth Amendment to the United States Constitution","3128","2"
"Laurence Sterne","3129","5"
"The House on Mango Street","3130","6"
"Jean-Antoine Watteau","3131","12"
"Martin Heidegger","3132","28"
"Paul Adrien Maurice Dirac","3133","3"
"sugar cane","3134","3"
"Santeria","3135","6"
"Chronicle of a Death Foretold","3136","16"
"Michel de Montaigne","3137","6"
"Druze","3138","15"
"Milan Kundera","3139","23"
"Coyote","3140","12"
"feminism","3141","4"
"Martha Graham","3142","12"
"particle accelerators","3143","4"
"The Masque of the Red Death","3144","3"
"Saint Petersburg","3145","7"
"The Odyssey","3146","7"
"Huntingtons disease","3147","16"
"Ruth Benedict","3148","14"
"Council of Nicaea","3149","2"
"Saki","3150","18"
"Battle of Vicksburg","3151","2"
"vacuum","3152","5"
"Ptolemy","3153","3"
"Louis Henry Sullivan","3154","2"
"lac operon","3155","6"
"Ymir","3156","3"
"Bronislaw Malinowski","3157","15"
"The Ghent Altarpiece","3158","3"
"Dr Zhivago","3159","3"
"Celts","3160","4"
"Richard Phillips Feynman","3161","10"
"The English Patient","3162","5"
"Republic of Botswana","3163","3"
"Dido and Aeneas","3164","9"
"Izanagi","3165","6"
"The Age of Innocence","3166","5"
"epistemology","3167","3"
"Slobodan Milosevic","3168","4"
"Saint Peter","3169","4"
"efficient markets hypothesis","3170","2"
"Gaius Valerius Catullus","3171","16"
"Tiananmen Square protests of 1989","3172","2"
"Augustin-Louis Cauchy","3173","10"
"Alfonso","3174","2"
"Haber-Bosch process","3175","9"
"Gigantomachy","3176","3"
"marriage","3177","15"
"cortisol","3178","6"
"madness","3179","2"
"banking","3180","3"
"Hopscotch","3181","6"
"Nathan Bedford Forrest","3182","3"
"Xinjiang","3183","3"
"four color theorem","3184","3"
"Erik Erikson","3185","14"
"spectroscopy","3186","3"
"Foucaults Pendulum","3187","6"
"Landscape with the Fall of Icarus","3188","4"
"Kalevala","3189","7"
"Publius Ovidius Naso","3190","13"
"Prelude to the Afternoon of a Faun","3191","5"
"William Henry Seward","3192","6"
"Seven Against Thebes","3193","3"
"Werner Heisenberg","3194","5"
"sand dunes","3195","8"
"Priam","3196","10"
"Sir Francis Drake","3197","5"
"Second Paris Commune","3198","2"
"Danube River","3199","14"
"Michigan","3200","14"
"commutativity","3201","4"
"Pelham Grenville Wodehouse","3202","3"
"Sepoy Mutiny","3203","8"
"The Comedy of Errors","3204","4"
"even","3205","2"
"John William Coltrane","3206","5"
"Albert Chinualumogu Chinua Achebe","3207","2"
"convection","3208","16"
"Nausea","3209","9"
"boron","3210","31"
"Speaker of the House","3211","3"
"vitamin D","3212","4"
"The Luck of Roaring Camp","3213","7"
"Haiti","3214","15"
"Book of Judges","3215","7"
"The Aeneid","3216","9"
"sickle cell anemia","3217","2"
"Peter Paul Rubens","3218","27"
"graphs","3219","10"
"King of Sweden","3220","2"
"George Berkeley Bishop of Cloyne","3221","3"
"Richard Georg Strauss","3222","9"
"endoplasmic reticulum","3223","27"
"Mithras","3224","4"
"Alaska","3225","19"
"Siddhartha Gautama","3226","7"
"monkeys","3227","16"
"Pablo Diego Jose Francisco de Paula Juan Nepomuceno Maria de los Remedios Cipriano de la Santisima Trinidad Ruiz y Picasso","3228","2"
"The Vicar of Wakefield","3229","7"
"superconductivity","3230","12"
"All Quiet on the Western Front","3231","18"
"RUR","3232","12"
"Arthropoda","3233","5"
"Ptah","3234","11"
"Stoicism","3235","25"
"Albrecht Durer","3236","16"
"North Korea","3237","5"
"Homer A Plessy v Ferguson","3238","3"
"Dmitri Dmitriyevich Shostakovich","3239","12"
"polynomials","3240","23"
"Harry Rabbit Angstrom","3241","10"
"Schutzstaffel","3242","2"
"The Snows of Kilimanjaro","3243","4"
"ovaries","3244","3"
"The Remains of the Day","3245","7"
"Northern Ireland","3246","8"
"Gabriel","3247","8"
"Sagittarius","3248","5"
"The Cherry Orchard","3249","26"
"vowels","3250","8"
"the Great Proletarian Cultural Revolution","3251","2"
"Donatello","3252","28"
"Tennessee Valley Authority","3253","3"
"Council of Chalcedon","3254","2"
"Westminster","3255","2"
"muscular dystrophy","3256","3"
"Aral Sea","3257","5"
"Union of Soviet Socialist Republics","3258","3"
"Cat on a Hot Tin Roof","3259","16"
"The Second Sex","3260","6"
"piano concertos of Wolfgang Amadeus Mozart","3261","2"
"Samuel","3262","12"
"Warsaw Pact","3263","4"
"countability","3264","2"
"Homestead Strike","3265","6"
"Boston Massachusetts","3266","8"
"John Millington Synge","3267","6"
"Missouri","3268","9"
"Futurama","3269","2"
"Praxiteles","3270","13"
"Francois-Dominique Toussaint LOuverture","3271","3"
"Hagia Sophia","3272","5"
"Otto I","3273","6"
"Arthur Conan Doyle","3274","3"
"the Buddha","3275","5"
"Jalaluddin Muhammad Akbar the Great","3276","4"
"The Beach Boys","3277","3"
"defenestrations","3278","3"
"Franz Ritter von Liszt","3279","3"
"Klemens Wenzel von Metternich","3280","3"
"The Handmaids Tale","3281","20"
"John Dalton","3282","6"
"Leaves of Grass","3283","11"
"Dred Scott v John F A Sandford","3284","3"
"Charizard","3285","2"
"addition","3286","2"
"object","3287","2"
"Baldr","3288","8"
"Edward the Black Prince","3289","3"
"Iran","3290","22"
"Octavio Paz","3291","21"
"Newtons Second Law of Motion","3292","3"
"Thoth","3293","22"
"Benjamin Disraeli","3294","11"
"Calvinism","3295","4"
"Silas Marner The Weaver of Raveloe","3296","4"
"Three Kingdoms Period","3297","2"
"Franz Boas","3298","15"
"Li Po","3299","7"
"Leonard Bernstein","3300","16"
"Portal","3301","3"
"Saint Thomas Aquinas","3302","9"
"In Search of Lost Time","3303","7"
"Caravaggio","3304","13"
"David Ricardo","3305","27"
"matrix determinant","3306","2"
"Fathers and Sons","3307","20"
"Battle of Sedan","3308","7"
"Alfred Stieglitz","3309","19"
"Heian period","3310","5"
"The Tragedy of Macbeth","3311","5"
"beer","3312","2"
"The Crying of Lot 49","3313","14"
"Mauryan Empire","3314","13"
"Diwali","3315","15"
"tropical cyclone","3316","2"
"Woodrow Wilson","3317","10"
"Steppenwolf","3318","10"
"the Talmud","3319","3"
"Martin van Buren","3320","6"
"The Battleship Potemkin","3321","3"
"Thomas Hardy","3322","36"
"Mongols","3323","12"
"Tasmania","3324","11"
"Philip Glass","3325","19"
"eunuchs","3326","2"
"Polymerase Chain Reaction","3327","7"
"Igor Fyodorovich Stravinsky","3328","14"
"Charles V","3329","9"
"Hanuman","3330","17"
"Chiang Kai-shek","3331","7"
"Nuclear Magnetic Resonance spectroscopy","3332","3"
"Akira Kurosawa","3333","12"
"auxins","3334","13"
"Battle","3335","2"
"adrenal glands","3336","11"
"Alfred Adler","3337","14"
"Society of Jesus","3338","4"
"Christopher Marlowe","3339","30"
"Frida Kahlo de Rivera","3340","2"
"Svante August Arrhenius","3341","3"
"Thornton Wilder","3342","12"
"Hong Kong","3343","22"
"Book of Numbers","3344","3"
"complex numbers","3345","10"
"Dead Souls","3346","12"
"Munich massacre","3347","2"
"externalities","3348","5"
"Grant Wood","3349","16"
"Nadine Gordimer","3350","33"
"Stephen Sondheim","3351","3"
"University of Kansas","3352","2"
"Dutch East India Company","3353","4"
"nocturnes","3354","7"
"Grand Duchy of Luxembourg","3355","2"
"Borneo","3356","8"
"fish","3357","18"
"Saul Bellow","3358","19"
"I Ching","3359","4"
"John I","3360","5"
"Muhammad Ali Jinnah","3361","3"
"Human Immunodeficiency Virus","3362","6"
"Jean-Paul Marat","3363","4"
"Yukio Mishima","3364","31"
"Friedrich August Hayek","3365","2"
"dimension","3366","7"
"Henry Graham Greene","3367","6"
"Lithuania","3368","7"
"Hayao Miyazaki","3369","2"
"Sassanid Empire","3370","4"
"Saladin","3371","13"
"Sierra Nevada","3372","5"
"The Moon and Sixpence","3373","2"
"Nelson Rockefeller","3374","2"
"Frantz Fanon","3375","3"
"Pwyll","3376","2"
"Elias James Corey","3377","6"
"Sean OCasey","3378","8"
"Bicycle Thieves","3379","3"
"United States Navy","3380","4"
"Conversation in the Cathedral","3381","2"
"Three Dialogues Between Hylas and Philonous","3382","4"
"Lagrangian","3383","8"
"Cantor set","3384","2"
"A Hazard of New Fortunes","3385","4"
"Ignatius J Reilly","3386","5"
"The Return of the Native","3387","4"
"Dahomey","3388","5"
"Neutron Stars","3389","2"
"The Massacre at Chios","3390","4"
"Density","3391","2"
"The House of the Spirits","3392","16"
"Angiosperms","3393","2"
"Arthur Honegger","3394","6"
"heap","3395","8"
"polynomial","3396","4"
"Lev Semyonovich Vygotsky","3397","3"
"Scattering","3398","2"
"The Tragical History of Doctor Faustus","3399","2"
"EitherOr","3400","6"
"Epoxides","3401","2"
"The Hunters in the Snow","3402","3"
"Scots","3403","4"
"Graham Greene","3404","22"
"Alhambra","3405","3"
"madrigals","3406","4"
"A Season in Hell","3407","3"
"Bernhard Riemann","3408","11"
"Washington Square","3409","3"
"Genoa","3410","9"
"Heisenberg Uncertainty Principle","3411","2"
"Tigris River","3412","2"
"A House for Mr Biswas","3413","8"
"Stephen Dedalus","3414","5"
"Nathanael West","3415","6"
"The Birth of Tragedy from the Spirit of Music","3416","4"
"Celiac disease","3417","2"
"salat","3418","4"
"hyperbolic","3419","3"
"Septimius Severus","3420","5"
"Henry IV","3421","18"
"Stark effect","3422","3"
"Stockholm","3423","4"
"Life is a Dream","3424","6"
"Royal Proclamation of 1763","3425","4"
"bathers","3426","3"
"compactness","3427","8"
"War Requiem","3428","3"
"Melos","3429","2"
"Robert Nozick","3430","10"
"Armenia","3431","5"
"Guru Nanak Dev","3432","4"
"Joseph Andrews","3433","2"
"Erich Huckel","3434","2"
"David Mamet","3435","12"
"Hall Effect","3436","4"
"Fleetwood Mac","3437","2"
"Anton Webern","3438","2"
"Palatine","3439","2"
"Mikhail Lermontov","3440","5"
"Nicaragua","3441","14"
"Babbitt","3442","7"
"The Ring and the Book","3443","2"
"Marc Antony","3444","2"
"virial","3445","2"
"An Lushan","3446","5"
"Theodore Roethke","3447","7"
"Frederick Barbarossa","3448","10"
"Gian Lorenzo Bernini","3449","25"
"The Blind Assassin","3450","4"
"p53","3451","6"
"Sartor Resartus","3452","2"
"Great Rift Valley","3453","2"
"Vietnam Veterans Memorial","3454","3"
"Pali Canon","3455","2"
"Byzantine Empire","3456","20"
"fields","3457","3"
"Satsuma Rebellion","3458","4"
"Cimabue","3459","3"
"Dean Acheson","3460","2"
"ribozymes","3461","3"
"Marcus Porcius Cato","3462","2"
"Musee dOrsay","3463","2"
"Brownian motion","3464","15"
"Sam Shepard","3465","3"
"Compiler","3466","2"
"San Francisco Earthquake of 1906","3467","2"
"European Central Bank","3468","2"
"William Congreve","3469","2"
"Nicholas II of Russia","3470","2"
"Ismail Kadare","3471","2"
"The Gospel According to John","3472","3"
"Andrea del Sarto","3473","9"
"An Ideal Husband","3474","2"
"quantum entanglement","3475","11"
"Giovannis Room","3476","3"
"Roland Barthes","3477","9"
"prime","3478","3"
"Eleusinian Mysteries","3479","2"
"Enthalpy","3480","2"
"St Paul","3481","3"
"strong nuclear force","3482","10"
"Bela Viktor Janos Bartok","3483","5"
"Kawabata Yasunari","3484","6"
"Arrows Impossibility Theorem","3485","3"
"The New York Times","3486","5"
"determinant","3487","23"
"parabola","3488","10"
"Roland","3489","8"
"coagulation","3490","9"
"A Passage to India","3491","6"
"Bobo doll experiment","3492","3"
"Higgs boson","3493","8"
"Whig Party","3494","7"
"Hesss Law","3495","3"
"Louis Henri Sullivan","3496","3"
"Compromise of 1850","3497","6"
"The Great Gatsby","3498","28"
"Miles Dewey Davis III","3499","5"
"Tamerlane","3500","15"
"volcanic eruptions","3501","6"
"Porgy and Bess","3502","6"
"Le Chateliers Principle","3503","4"
"The Rape of the Lock","3504","12"
"Edgeworth-Kuiper belt","3505","6"
"Socrates","3506","18"
"A Sunday Afternoon on the Island of La Grande Jatte","3507","6"
"Jurassic Period","3508","5"
"Waiting for Godot","3509","19"
"Abraham Maslow","3510","11"
"Corn Laws","3511","4"
"Confucius","3512","17"
"Ansel Easton Adams","3513","7"
"Friedrich Wilhelm Nietzsche","3514","16"
"Szent-Gyorgyi-Krebs cycle","3515","3"
"Gian-Lorenzo Bernini","3516","2"
"ATP synthase","3517","6"
"osmosis","3518","4"
"Passover","3519","24"
"factorial","3520","19"
"Carlos Fuentes Macias","3521","5"
"Vampire Weekend","3522","2"
"William Jennings Bryan","3523","15"
"Amaterasu","3524","14"
"Scout Finch","3525","2"
"gross domestic product","3526","3"
"The Night Cafe","3527","5"
"Noah","3528","6"
"Gobi Desert","3529","14"
"rings","3530","10"
"Hookes law of elasticity","3531","2"
"Flavius Petrus Sabbatius Justinianus I","3532","2"
"artificial intelligence","3533","3"
"game theory","3534","6"
"Mayan Civilization","3535","2"
"Johann Strauss Jr","3536","4"
"Gilgamesh","3537","34"
"Michelangelo di Lodovico Buonarroti Simoni","3538","16"
"Michelangelo Merisi da Caravaggio","3539","9"
"Michelangelo Buonarotti","3540","3"
"bases","3541","11"
"hajj","3542","4"
"Michelson-Morley Experiment","3543","4"
"Hadrian","3544","13"
"black body","3545","3"
"Elizabeth I","3546","16"
"The Satanic Verses","3547","18"
"Nernst equation","3548","23"
"James Knox Polk","3549","10"
"dwarf planets","3550","3"
"Georg Frideric Handel","3551","2"
"Edward I","3552","12"
"The Nightwatch","3553","2"
"Barack Hussein Obama II","3554","2"
"Venus de Milo","3555","2"
"Bernoullis principle","3556","9"
"Mexican-American War","3557","13"
"House of Stuart","3558","2"
"Pictures at an Exhibition","3559","21"
"McCullough v Maryland","3560","2"
"A Raisin in the Sun","3561","23"
"Mali empire","3562","2"
"Vitamin D","3563","5"
"Cnidarians","3564","4"
"Richard Wagner","3565","28"
"Tokugawa Ieyasu","3566","10"
"Chinese","3567","6"
"Pink Floyd","3568","3"
"Philip II","3569","11"
"State of Florida","3570","3"
"The Good Soldier","3571","3"
"wedding","3572","4"
"Geneva","3573","7"
"The Amazing Adventures of Kavalier and Clay","3574","5"
"Orpheus in the Underworld","3575","6"
"medicine","3576","6"
"The Chairs","3577","2"
"Polarization","3578","3"
"Thus Spoke Zarathustra A Book for All and None","3579","2"
"Red River Rebellion","3580","3"
"Henry Moore","3581","8"
"William Faulkner","3582","18"
"The Dumb Waiter","3583","9"
"hydrogenation","3584","10"
"Harry Harlow","3585","7"
"The Day of the Locust","3586","4"
"The Firebird","3587","9"
"cosmic microwave background radiation","3588","4"
"John Searle","3589","5"
"Gerard Manley Hopkins","3590","19"
"Reynolds number","3591","6"
"If on a winters night a traveler","3592","10"
"Weimar Republic","3593","13"
"Susanoo-no-mikoto","3594","2"
"Zeeman Effect","3595","3"
"Anglo-Zulu War","3596","3"
"tragic","3597","3"
"Andre Gide","3598","7"
"Macduff","3599","3"
"Tiberius Claudius Caesar Augustus Germanicus","3600","5"
"Jonathan Edwards","3601","8"
"A J Ayer","3602","2"
"Miguel Angel Asturias Rosales","3603","2"
"telomerase","3604","5"
"Edward Said","3605","5"
"Wessex","3606","3"
"Richard Brinsley Sheridan","3607","9"
"Set","3608","13"
"Korea","3609","19"
"Naked Lunch","3610","5"
"Bahai","3611","14"
"ketones","3612","13"
"Haymarket Square riot","3613","4"
"Walter Scott","3614","4"
"The Flying Dutchman","3615","4"
"groups","3616","11"
"Seventh Day Adventists","3617","3"
"Palladium","3618","4"
"cytochrome c","3619","2"
"Jacopo Tintoretto","3620","3"
"The Death of Artemio Cruz","3621","5"
"ligands","3622","7"
"John Richard Hicks","3623","2"
"Alban Berg","3624","10"
"Paris Commune","3625","9"
"equipartition theorem","3626","3"
"Demian","3627","4"
"Electronegativity","3628","5"
"Academic Festival Overture","3629","3"
"vampires","3630","5"
"Battle of Long Island","3631","3"
"Belgian Congo","3632","3"
"Pan","3633","10"
"Adrien-Marie Legendre","3634","2"
"Cao Dai","3635","5"
"Griswold v Connecticut","3636","2"
"How the Other Half Lives Studies Among the Tenements of New York","3637","2"
"Sergei Rachmaninoff","3638","19"
"Microtubules","3639","4"
"Kenzaburo Oe","3640","22"
"Los Angeles Police Department","3641","2"
"Mordred","3642","8"
"Kidney","3643","3"
"Barack Obama","3644","2"
"I Pagliacci","3645","9"
"Enigma Variations","3646","5"
"Gravitational Lensing","3647","2"
"Sunday Morning","3648","6"
"Deborah","3649","4"
"Alkynes","3650","2"
"Ruslan and Lyudmila","3651","4"
"Sorting Algorithms","3652","2"
"Alexander Solzhenitsyn","3653","2"
"Cherenkov radiation","3654","6"
"October Crisis","3655","4"
"Peace of Utrecht","3656","2"
"Battle of Coral Sea","3657","2"
"Venus Cupid Folly and Time","3658","7"
"Philosophical Investigations","3659","10"
"Battle of Cannae","3660","2"
"The Flies","3661","3"
"Cadmus","3662","15"
"Wu Zetian","3663","3"
"Disgrace","3664","11"
"The Power Elite","3665","5"
"The Bridge on the River Kwai","3666","2"
"E2","3667","2"
"Bleak House","3668","5"
"Devonian","3669","2"
"Middletown","3670","2"
"Hel","3671","4"
"The Eight","3672","2"
"White Lotus Rebellion","3673","3"
"Palace of Versailles","3674","4"
"kissing","3675","4"
"Elizabeth","3676","4"
"Maat","3677","4"
"Gustav Mahler","3678","36"
"George Herbert","3679","6"
"Brown v Board of Education of Topeka","3680","6"
"Domitian","3681","3"
"basis","3682","5"
"Ithaca","3683","8"
"Boron","3684","6"
"Sydney","3685","8"
"Elisha","3686","4"
"neutron stars","3687","11"
"Kentucky","3688","7"
"Bela Bartok","3689","10"
"Nabucco","3690","4"
"Robert I","3691","5"
"phase transitions","3692","15"
"Ethiopia","3693","31"
"Symphony No 3","3694","4"
"Prince Klemens Wenzel von Metternich","3695","4"
"8","3696","12"
"Jerusalem Delivered","3697","6"
"Two Dogmas of Empiricism","3698","8"
"Election of 1948","3699","3"
